timestamp [s],position_lat [semicircles],position_long [semicircles],distance [m],enhanced_speed [m/s],enhanced_altitude [m],cycle_length16 [m],heart_rate [bpm],cadence [rpm],fractional_cadence [rpm]
1049876011,382503294,414815354.0,12611.48,2.986,59.200000000000045,0.0,181.0,81.0,0.5
1049876018,382503302,414818059.0,12632.88,2.986,62.79999999999996,0.0,180.0,82.0,0.5
1049876019,382503293,414818418.0,12635.69,2.986,63.200000000000045,0.0,180.0,82.0,0.5
1049876026,382503450,414820926.0,12655.74,2.986,66.20000000000005,0.0,180.0,81.0,0.5
1049876034,382503716,414823760.0,12678.37,2.976,70.79999999999995,0.0,180.0,82.0,0.5
1049876035,382503807,414824142.0,12681.49,2.976,71.20000000000005,0.0,180.0,82.0,0.5
1049876043,382503541,414826952.0,12703.93,2.967,71.0,0.0,181.0,82.0,0.5
1049876050,382504004,414829167.0,12722.02,2.939,70.39999999999998,0.0,180.0,82.0,0.5
1049876058,382504449,414831458.0,12740.66,2.818,67.0,0.0,179.0,82.0,0.5
1049876065,382504347,414833653.0,12757.96,2.51,63.60000000000002,0.0,177.0,81.0,0.5
1049876071,382504515,414836231.0,12778.52,2.613,62.60000000000002,0.0,178.0,81.0,0.5
1049876073,382504874,414837065.0,12785.97,2.547,62.39999999999998,0.0,178.0,82.0,0.5
1049876079,382505585,414839574.0,12807.03,2.51,58.200000000000045,0.0,178.0,82.0,0.5
1049876081,382505682,414840358.0,12813.22,2.473,56.60000000000002,0.0,178.0,82.0,0.5
1049876088,382505949,414842904.0,12832.95,2.566,56.200000000000045,0.0,178.0,82.0,0.5
1049876096,382506786,414845426.0,12854.43,2.566,55.200000000000045,0.0,179.0,83.0,0.5
1049876097,382506916,414845762.0,12857.33,2.566,55.0,0.0,179.0,82.0,0.5
1049876104,382508148,414847935.0,12877.95,2.725,53.0,0.0,181.0,83.0,0.5
1049876111,382508460,414850346.0,12898.43,2.771,48.79999999999996,0.0,181.0,82.0,0.5
1049876114,382507679,414851093.0,12907.87,2.753,47.79999999999996,0.0,181.0,81.0,0.5
1049876115,382507238,414851159.0,12912.0,2.753,47.39999999999998,0.0,181.0,81.0,0.5
1049876121,382505033,414851698.0,12932.78,2.781,47.0,0.0,181.0,81.0,0.5
1049876123,382504399,414852088.0,12939.48,2.781,47.200000000000045,0.0,181.0,82.0,0.5
1049876128,382503044,414852970.0,12953.92,2.781,49.79999999999996,0.0,181.0,82.0,0.5
1049876134,382501164,414853995.0,12973.19,2.734,50.79999999999996,0.0,180.0,82.0,0.5
1049876142,382499057,414855356.0,12995.54,2.687,54.39999999999998,0.0,179.0,81.0,0.5
1049876145,382498431,414855372.0,13001.26,2.687,54.79999999999996,0.0,180.0,83.0,0.5
1049876147,382497889,414854856.0,13007.34,2.519,54.200000000000045,0.0,179.0,82.0,0.5
